Event;Start Date;End Date;Duration;Day of Week;Duration Bins;Year;Month;;
ews;19/8/2024 15:15;19/8/2024 15:45;30.0;Monday;(0, 30];2024;August;;
ocupado;21/8/2024 14:00;21/8/2024 15:00;60.0;Wednesday;(30, 60];2024;August;;
Presentación Score 4 - BBVA Equifax;19/8/2024 19:00;19/8/2024 20:00;60.0;Monday;(30, 60];2024;August;;
Review Rating + EWS;20/8/2024 15:00;20/8/2024 15:45;45.0;Tuesday;(30, 60];2024;August;;
Modelos;20/8/2024 20:15;20/8/2024 21:00;45.0;Tuesday;(30, 60];2024;August;;
No Event;22/8/2024 14:00;22/8/2024 15:00;60.0;Thursday;(30, 60];2024;August;;
Planning AVAI;20/10/2023 11:00;20/10/2023 11:30;30.0;Friday;(0, 30];2023;October;;
Planning AVAI;7/11/2023 14:45;7/11/2023 15:30;45.0;Tuesday;(30, 60];2023;November;;
Planning AVAI;17/11/2023 11:00;17/11/2023 11:30;30.0;Friday;(0, 30];2023;November;;
Planning AVAI;1/12/2023 11:00;1/12/2023 11:30;30.0;Friday;(0, 30];2023;December;;
Planning AVAI;18/12/2023 16:00;18/12/2023 16:30;30.0;Monday;(0, 30];2023;December;;
Planning AVAI;26/1/2024 11:00;26/1/2024 11:30;30.0;Friday;(0, 30];2024;January;;
Planning AVAI;9/2/2024 11:00;9/2/2024 11:30;30.0;Friday;(0, 30];2024;February;;
Planning AVAI;23/2/2024 11:00;23/2/2024 11:30;30.0;Friday;(0, 30];2024;February;;
Planning AVAI;8/3/2024 11:00;8/3/2024 11:30;30.0;Friday;(0, 30];2024;March;;
Planning AVAI;22/3/2024 11:00;22/3/2024 11:30;30.0;Friday;(0, 30];2024;March;;
Planning AVAI;5/4/2024 11:00;5/4/2024 11:30;30.0;Friday;(0, 30];2024;April;;
Planning AVAI;26/4/2024 13:00;26/4/2024 13:30;30.0;Friday;(0, 30];2024;April;;
Planning AVAI;17/5/2024 11:00;17/5/2024 11:30;30.0;Friday;(0, 30];2024;May;;
Planning AVAI;31/5/2024 11:00;31/5/2024 11:30;30.0;Friday;(0, 30];2024;May;;
Planning AVAI;14/6/2024 11:00;14/6/2024 11:30;30.0;Friday;(0, 30];2024;June;;
Planning AVAI;28/6/2024 11:00;28/6/2024 11:30;30.0;Friday;(0, 30];2024;June;;
Planning AVAI;12/7/2024 11:00;12/7/2024 11:30;30.0;Friday;(0, 30];2024;July;;
Planning AVAI;26/7/2024 11:00;26/7/2024 11:30;30.0;Friday;(0, 30];2024;July;;
Planning AVAI;3/11/2023 11:00;3/11/2023 11:30;30.0;Friday;(0, 30];2023;November;;
Planning AVAI;29/12/2023 11:00;29/12/2023 11:30;30.0;Friday;(0, 30];2023;December;;
Planning AVAI;12/1/2024 11:00;12/1/2024 11:30;30.0;Friday;(0, 30];2024;January;;
Planning AVAI;9/2/2024 11:00;9/2/2024 11:30;30.0;Friday;(0, 30];2024;February;;
Planning AVAI;5/4/2024 11:00;5/4/2024 11:30;30.0;Friday;(0, 30];2024;April;;
Planning AVAI;19/4/2024 11:00;19/4/2024 11:30;30.0;Friday;(0, 30];2024;April;;
Planning AVAI;9/8/2024 11:00;9/8/2024 11:30;30.0;Friday;(0, 30];2024;August;;
Revisión Performance EWS;26/8/2024 13:30;26/8/2024 14:00;30.0;Monday;(0, 30];2024;August;;
ocupado;26/8/2024 17:30;26/8/2024 20:30;180.0;Monday;(150, 180];2024;August;;
[NGA EWS] Urgente variables acuerdos;12/8/2024 15:00;12/8/2024 15:30;30.0;Monday;(0, 30];2024;August;;
No Event;27/8/2024 12:30;27/8/2024 13:00;30.0;Tuesday;(0, 30];2024;August;;
NGA Overview visita;4/3/2024 14:00;4/3/2024 15:00;60.0;Monday;(30, 60];2024;March;;
BCBS239 DQ Argentina: Revisión SteerCo trimestral;20/3/2024 15:30;20/3/2024 16:30;60.0;Wednesday;(30, 60];2024;March;;
Cobranzas  Plan 2025 -  Datos ;27/8/2024 17:00;27/8/2024 17:40;40.0;Tuesday;(30, 60];2024;August;;
No Event;27/8/2024 18:00;27/8/2024 19:00;60.0;Tuesday;(30, 60];2024;August;;
EWS modelos;28/8/2024 16:00;28/8/2024 16:30;30.0;Wednesday;(0, 30];2024;August;;
Seguimiento;28/8/2024 18:00;28/8/2024 18:30;30.0;Wednesday;(0, 30];2024;August;;
EWS - Status ;29/8/2024 13:00;29/8/2024 13:30;30.0;Thursday;(0, 30];2024;August;;
Nulinga - Clase de Recuperación de Inglés;29/8/2024 22:00;29/8/2024 23:00;60.0;Thursday;(30, 60];2024;August;;
NGA - Conciliaciones KNGA;29/8/2024 19:00;29/8/2024 20:00;60.0;Thursday;(30, 60];2024;August;;
Lanzamiento CoP GAIA (Piso 21; salas 4y5);30/8/2024 13:00;30/8/2024 15:50;170.0;Friday;(150, 180];2024;August;
EWS Argentina Seguimiento;11/9/2023 16:00;11/9/2023 17:00;60.0;Monday;(30, 60];2023;September;;
EWS Argentina Seguimiento;11/9/2023 16:00;11/9/2023 17:00;60.0;Monday;(30, 60];2023;September;;
EWS Argentina Seguimiento;18/9/2023 16:00;18/9/2023 17:00;60.0;Monday;(30, 60];2023;September;;
EWS Argentina Seguimiento;25/9/2023 16:30;25/9/2023 17:30;60.0;Monday;(30, 60];2023;September;;
EWS Argentina Seguimiento;2/10/2023 16:00;2/10/2023 17:00;60.0;Monday;(30, 60];2023;October;;
EWS Argentina Seguimiento;9/10/2023 16:00;9/10/2023 17:00;60.0;Monday;(30, 60];2023;October;;
EWS Argentina Seguimiento;16/10/2023 16:00;16/10/2023 17:00;60.0;Monday;(30, 60];2023;October;;
EWS Argentina Seguimiento;23/10/2023 16:00;23/10/2023 17:00;60.0;Monday;(30, 60];2023;October;;
EWS Argentina Seguimiento;30/10/2023 16:00;30/10/2023 17:00;60.0;Monday;(30, 60];2023;October;;
EWS Argentina Seguimiento;6/11/2023 16:00;6/11/2023 17:00;60.0;Monday;(30, 60];2023;November;;
EWS Argentina Seguimiento;13/11/2023 16:00;13/11/2023 17:00;60.0;Monday;(30, 60];2023;November;;
EWS Argentina Seguimiento;20/11/2023 16:00;20/11/2023 17:00;60.0;Monday;(30, 60];2023;November;;
EWS Argentina Seguimiento;27/11/2023 16:00;27/11/2023 17:00;60.0;Monday;(30, 60];2023;November;;
EWS Argentina Seguimiento;4/12/2023 16:00;4/12/2023 17:00;60.0;Monday;(30, 60];2023;December;;
EWS Argentina Seguimiento;11/12/2023 16:00;11/12/2023 17:00;60.0;Monday;(30, 60];2023;December;;
EWS Argentina Seguimiento;18/12/2023 16:00;18/12/2023 17:00;60.0;Monday;(30, 60];2023;December;;
EWS Argentina Seguimiento;25/12/2023 16:00;25/12/2023 17:00;60.0;Monday;(30, 60];2023;December;;
EWS Argentina Seguimiento;1/1/2024 16:00;1/1/2024 17:00;60.0;Monday;(30, 60];2024;January;;
EWS Argentina Seguimiento;8/1/2024 16:00;8/1/2024 17:00;60.0;Monday;(30, 60];2024;January;;
EWS Argentina Seguimiento;15/1/2024 16:00;15/1/2024 17:00;60.0;Monday;(30, 60];2024;January;;
EWS Argentina Seguimiento;22/1/2024 16:00;22/1/2024 17:00;60.0;Monday;(30, 60];2024;January;;
EWS Argentina Seguimiento;29/1/2024 16:00;29/1/2024 17:00;60.0;Monday;(30, 60];2024;January;;
EWS Argentina Seguimiento;5/2/2024 16:00;5/2/2024 17:00;60.0;Monday;(30, 60];2024;February;;
EWS Argentina Seguimiento;12/2/2024 16:00;12/2/2024 17:00;60.0;Monday;(30, 60];2024;February;;
EWS Argentina Seguimiento;19/2/2024 16:00;19/2/2024 17:00;60.0;Monday;(30, 60];2024;February;;
EWS Argentina Seguimiento;26/2/2024 16:00;26/2/2024 17:00;60.0;Monday;(30, 60];2024;February;;
EWS Argentina Seguimiento;4/3/2024 16:00;4/3/2024 17:00;60.0;Monday;(30, 60];2024;March;;
EWS Argentina Seguimiento;11/3/2024 16:00;11/3/2024 17:00;60.0;Monday;(30, 60];2024;March;;
EWS Argentina Seguimiento;18/3/2024 16:00;18/3/2024 17:00;60.0;Monday;(30, 60];2024;March;;
EWS Argentina Seguimiento;25/3/2024 16:00;25/3/2024 17:00;60.0;Monday;(30, 60];2024;March;;
EWS Argentina Seguimiento;8/4/2024 16:00;8/4/2024 17:00;60.0;Monday;(30, 60];2024;April;;
EWS Argentina Seguimiento;15/4/2024 16:00;15/4/2024 17:00;60.0;Monday;(30, 60];2024;April;;
EWS Argentina Seguimiento;22/4/2024 16:00;22/4/2024 17:00;60.0;Monday;(30, 60];2024;April;;
EWS Argentina Seguimiento;29/4/2024 16:00;29/4/2024 17:00;60.0;Monday;(30, 60];2024;April;;
EWS Argentina Seguimiento;6/5/2024 16:00;6/5/2024 17:00;60.0;Monday;(30, 60];2024;May;;
EWS Argentina Seguimiento;13/5/2024 16:00;13/5/2024 17:00;60.0;Monday;(30, 60];2024;May;;
EWS Argentina Seguimiento;20/5/2024 17:30;20/5/2024 18:00;30.0;Monday;(0, 30];2024;May;;
EWS Argentina Seguimiento;27/5/2024 16:00;27/5/2024 17:00;60.0;Monday;(30, 60];2024;May;;
EWS Argentina Seguimiento;3/6/2024 16:00;3/6/2024 17:00;60.0;Monday;(30, 60];2024;June;;
EWS Argentina Seguimiento;10/6/2024 16:00;10/6/2024 17:00;60.0;Monday;(30, 60];2024;June;;
EWS Argentina Seguimiento;1/7/2024 16:00;1/7/2024 17:00;60.0;Monday;(30, 60];2024;July;;
EWS Argentina Seguimiento;8/7/2024 16:00;8/7/2024 17:00;60.0;Monday;(30, 60];2024;July;;
EWS Argentina Seguimiento;15/7/2024 16:00;15/7/2024 17:00;60.0;Monday;(30, 60];2024;July;;
EWS Argentina Seguimiento;22/7/2024 16:00;22/7/2024 17:00;60.0;Monday;(30, 60];2024;July;;
EWS Argentina Seguimiento;29/7/2024 16:00;29/7/2024 17:00;60.0;Monday;(30, 60];2024;July;;
EWS Argentina Seguimiento;5/8/2024 16:00;5/8/2024 17:00;60.0;Monday;(30, 60];2024;August;;
EWS Argentina Seguimiento;12/8/2024 16:00;12/8/2024 17:00;60.0;Monday;(30, 60];2024;August;;
EWS Argentina Seguimiento;19/8/2024 16:00;19/8/2024 17:00;60.0;Monday;(30, 60];2024;August;;
EWS Argentina Seguimiento;26/8/2024 16:00;26/8/2024 17:00;60.0;Monday;(30, 60];2024;August;;
EWS Argentina Seguimiento;23/9/2024 16:00;23/9/2024 17:00;60.0;Monday;(30, 60];2024;September;;
EWS Argentina Seguimiento;13/11/2023 16:00;13/11/2023 17:00;60.0;Monday;(30, 60];2023;November;;
EWS Argentina Seguimiento;20/11/2023 16:00;20/11/2023 17:00;60.0;Monday;(30, 60];2023;November;;
EWS Argentina Seguimiento;8/1/2024 16:00;8/1/2024 17:00;60.0;Monday;(30, 60];2024;January;;
EWS Argentina Seguimiento;15/1/2024 16:00;15/1/2024 17:00;60.0;Monday;(30, 60];2024;January;;
EWS Argentina Seguimiento;18/3/2024 16:00;18/3/2024 17:00;60.0;Monday;(30, 60];2024;March;;
EWS Argentina Seguimiento;17/6/2024 16:00;17/6/2024 17:00;60.0;Monday;(30, 60];2024;June;;
EWS Argentina Seguimiento;15/7/2024 16:00;15/7/2024 17:00;60.0;Monday;(30, 60];2024;July;;
EWS Argentina Seguimiento;2/9/2024 16:00;2/9/2024 17:00;60.0;Monday;(30, 60];2024;September;;
Entendimiento EWS;2/9/2024 13:45;2/9/2024 14:15;30.0;Monday;(0, 30];2024;September;;
NGA g_mobile_behaviour_type;2/9/2024 18:00;2/9/2024 18:30;30.0;Monday;(0, 30];2024;September;;
variables score/rating;2/9/2024 18:30;2/9/2024 19:00;30.0;Monday;(0, 30];2024;September;;
EWS - Variables y Pickles;3/9/2024 18:30;3/9/2024 19:00;30.0;Tuesday;(0, 30];2024;September;;
AR: status income estimators;9/9/2024 13:00;9/9/2024 13:45;45.0;Monday;(30, 60];2024;September;;
FEDERICO JAVIER / MATIAS EZEQUIEL;4/9/2024 13:00;4/9/2024 13:30;30.0;Wednesday;(0, 30];2024;September;;
ARG IFRS9 - Nuevo Score Comportamental PyMEs;5/9/2024 13:00;5/9/2024 13:45;45.0;Thursday;(30, 60];2024;September;;
Seguimiento Proyectos Mayoristas;5/9/2024 10:30;5/9/2024 11:30;60.0;Thursday;(30, 60];2024;September;;
Retro AA & Data;12/6/2024 14:00;12/6/2024 15:00;60.0;Wednesday;(30, 60];2024;June;;
Retro AA & Data;12/6/2024 14:00;12/6/2024 15:00;60.0;Wednesday;(30, 60];2024;June;;
Retro AA & Data;17/7/2024 13:45;17/7/2024 15:00;75.0;Wednesday;(60, 90];2024;July;;
Retro AA & Data;3/9/2024 14:00;3/9/2024 15:00;60.0;Tuesday;(30, 60];2024;September;;
Retro AA & Data;14/8/2024 14:00;14/8/2024 15:00;60.0;Wednesday;(30, 60];2024;August;;
Review Rating + EWS;5/9/2024 18:00;5/9/2024 18:30;30.0;Thursday;(0, 30];2024;September;;
ARG - IFRS9: Impacto nuevo Rating;6/9/2024 12:00;6/9/2024 12:30;30.0;Friday;(0, 30];2024;September;;
[AR] IFRS9 Mensual;14/12/2023 15:30;14/12/2023 16:00;30.0;Thursday;(0, 30];2023;December;;
[AR] IFRS9 Mensual;14/12/2023 15:30;14/12/2023 16:00;30.0;Thursday;(0, 30];2023;December;;
[AR] IFRS9 Mensual;11/1/2024 15:30;11/1/2024 16:00;30.0;Thursday;(0, 30];2024;January;;
[AR] IFRS9 Mensual;15/2/2024 16:30;15/2/2024 17:00;30.0;Thursday;(0, 30];2024;February;;
[AR] IFRS9 Mensual;14/3/2024 15:30;14/3/2024 16:00;30.0;Thursday;(0, 30];2024;March;;
[AR] IFRS9 Mensual;11/4/2024 15:30;11/4/2024 16:00;30.0;Thursday;(0, 30];2024;April;;
[AR] IFRS9 Mensual;9/5/2024 15:30;9/5/2024 16:00;30.0;Thursday;(0, 30];2024;May;;
[AR] IFRS9 Mensual;13/6/2024 15:30;13/6/2024 16:00;30.0;Thursday;(0, 30];2024;June;;
[AR] IFRS9 Mensual;11/7/2024 15:30;11/7/2024 16:00;30.0;Thursday;(0, 30];2024;July;;
[AR] IFRS9 Mensual;8/8/2024 15:30;8/8/2024 16:00;30.0;Thursday;(0, 30];2024;August;;
[AR] IFRS9 Mensual;12/9/2024 15:30;12/9/2024 16:00;30.0;Thursday;(0, 30];2024;September;;
[AR] IFRS9 Mensual;11/1/2024 15:30;11/1/2024 16:00;30.0;Thursday;(0, 30];2024;January;;
[AR] IFRS9 Mensual;8/2/2024 15:30;8/2/2024 16:00;30.0;Thursday;(0, 30];2024;February;;
[AR] IFRS9 Mensual;9/5/2024 15:30;9/5/2024 16:00;30.0;Thursday;(0, 30];2024;May;;
[AR] IFRS9 Mensual;12/9/2024 15:30;12/9/2024 16:00;30.0;Thursday;(0, 30];2024;September;;
Motor Agro;10/9/2024 15:30;10/9/2024 16:30;60.0;Tuesday;(30, 60];2024;September;;
EWS Argentina Seguimiento;9/9/2024 16:00;9/9/2024 17:00;60.0;Monday;(30, 60];2024;September;;
Evento All Hands GRM;11/9/2024 14:00;11/9/2024 15:00;60.0;Wednesday;(30, 60];2024;September;;
Comport Pymes - Integración a la gestión;9/9/2024 19:00;9/9/2024 20:00;60.0;Monday;(30, 60];2024;September;;
Nuevo Predictor de Ingresos Autos;10/9/2024 18:30;10/9/2024 19:30;60.0;Tuesday;(30, 60];2024;September;;
[NGA ARG] Follow-up EMC1 E2E;10/9/2024 13:30;10/9/2024 14:00;30.0;Tuesday;(0, 30];2024;September;;
EWS ARG: Modelos alertas;10/9/2024 14:00;10/9/2024 14:30;30.0;Tuesday;(0, 30];2024;September;;
pagar terreno ;11/9/2024 02:00;11/9/2024 02:30;30.0;Wednesday;(0, 30];2024;September;;
NGA Arg: circuitos; disponibilicación y seguimiento SDM;10/9/2024 17:00;10/9/2024 17:45;45.0;Tuesday;(30, 60];2024;September;
WG MRM;13/6/2024 18:00;13/6/2024 19:00;60.0;Thursday;(30, 60];2024;June;;
ocupado;4/9/2024 13:15;4/9/2024 14:45;90.0;Wednesday;(60, 90];2024;September;;
Re: Espacio_DFS_MICRO - Free Qtree SAS Pol_IIRiesgos - INC000102037327;11/9/2024 18:30;11/9/2024 19:20;50.0;Wednesday;(30, 60];2024;September;;
[NGA ARG] Follow-up EMC1 E2E;4/4/2024 15:30;4/4/2024 16:00;30.0;Thursday;(0, 30];2024;April;;
ocupado;12/9/2024 17:15;12/9/2024 18:45;90.0;Thursday;(60, 90];2024;September;;
Seguimiento Proyecto AIS;24/7/2024 10:15;24/7/2024 11:15;60.0;Wednesday;(30, 60];2024;July;;
Seguimiento Proyecto AIS;12/9/2024 11:00;12/9/2024 12:00;60.0;Thursday;(30, 60];2024;September;;
FEDERICO JAVIER / MATIAS EZEQUIEL;13/9/2024 15:30;13/9/2024 16:00;30.0;Friday;(0, 30];2024;September;;
Modelos - Reunión de equipo;20/3/2024 10:00;20/3/2024 11:00;60.0;Wednesday;(30, 60];2024;March;;
Modelos - Reunión de equipo;20/3/2024 15:00;20/3/2024 16:00;60.0;Wednesday;(30, 60];2024;March;;
Modelos - Reunión de equipo;17/4/2024 15:00;17/4/2024 16:00;60.0;Wednesday;(30, 60];2024;April;;
Modelos - Reunión de equipo;16/5/2024 16:30;16/5/2024 17:30;60.0;Thursday;(30, 60];2024;May;;
Modelos - Reunión de equipo;29/5/2024 10:00;29/5/2024 11:00;60.0;Wednesday;(30, 60];2024;May;;
Modelos - Reunión de equipo;12/6/2024 11:45;12/6/2024 12:30;45.0;Wednesday;(30, 60];2024;June;;
Modelos - Reunión de equipo;28/6/2024 10:00;28/6/2024 11:00;60.0;Friday;(30, 60];2024;June;;
Modelos - Reunión de equipo;11/7/2024 10:00;11/7/2024 11:00;60.0;Thursday;(30, 60];2024;July;;
Modelos - Reunión de equipo;24/7/2024 11:30;24/7/2024 12:30;60.0;Wednesday;(30, 60];2024;July;;
Modelos - Reunión de equipo;20/8/2024 14:30;20/8/2024 15:30;60.0;Tuesday;(30, 60];2024;August;;
Modelos - Reunión de equipo;10/9/2024 10:00;10/9/2024 11:00;60.0;Tuesday;(30, 60];2024;September;;
Modelos - Reunión de equipo;15/5/2024 10:00;15/5/2024 11:00;60.0;Wednesday;(30, 60];2024;May;;
Modelos - Reunión de equipo;26/6/2024 10:00;26/6/2024 11:00;60.0;Wednesday;(30, 60];2024;June;;
Webinar Impuesto a los Ingresos Personales 💻;13/9/2024 18:30;13/9/2024 20:00;90.0;Friday;(60, 90];2024;September;;
[NGA ARG] Follow-up EMC1 E2E;16/4/2024 15:30;16/4/2024 16:00;30.0;Tuesday;(0, 30];2024;April;;
[NGA ARG] Follow-up EMC1 E2E;18/4/2024 15:30;18/4/2024 16:00;30.0;Thursday;(0, 30];2024;April;;
[NGA ARG] MAPs y KPIs;16/5/2024 15:00;16/5/2024 15:30;30.0;Thursday;(0, 30];2024;May;;
[NGA ARG] Follow-up EMC1 E2E;3/6/2024 15:30;3/6/2024 16:00;30.0;Monday;(0, 30];2024;June;;
[NGA ARG] Follow-up EMC1 E2E;11/6/2024 15:30;11/6/2024 16:00;30.0;Tuesday;(0, 30];2024;June;;
[NGA ARG] Follow-up EMC1 E2E;10/7/2024 16:00;10/7/2024 16:30;30.0;Wednesday;(0, 30];2024;July;;
[NGA ARG] Follow-up EMC1 E2E;3/9/2024 15:30;3/9/2024 16:00;30.0;Tuesday;(0, 30];2024;September;;
[NGA ARG] Follow-up EMC1 E2E;14/5/2024 15:30;14/5/2024 16:00;30.0;Tuesday;(0, 30];2024;May;;
[NGA ARG] Follow-up EMC1 E2E;28/5/2024 15:30;28/5/2024 16:00;30.0;Tuesday;(0, 30];2024;May;;
[NGA ARG] Follow-up EMC1 E2E;23/7/2024 15:30;23/7/2024 16:00;30.0;Tuesday;(0, 30];2024;July;;
[NGA ARG] Follow-up EMC1 E2E;20/8/2024 15:30;20/8/2024 16:00;30.0;Tuesday;(0, 30];2024;August;;
[NGA ARG] Follow-up EMC1 E2E;3/9/2024 15:30;3/9/2024 16:00;30.0;Tuesday;(0, 30];2024;September;;
EWS Argentina Seguimiento;16/9/2024 16:00;16/9/2024 17:00;60.0;Monday;(30, 60];2024;September;;
Weekly Modelos;30/4/2024 11:00;30/4/2024 11:45;45.0;Tuesday;(30, 60];2024;April;;
Weekly Modelos;30/4/2024 12:00;30/4/2024 12:45;45.0;Tuesday;(30, 60];2024;April;;
Weekly Modelos;14/5/2024 12:15;14/5/2024 13:00;45.0;Tuesday;(30, 60];2024;May;;
Weekly Modelos;11/6/2024 11:00;11/6/2024 11:45;45.0;Tuesday;(30, 60];2024;June;;
Weekly Modelos;25/6/2024 17:00;25/6/2024 17:45;45.0;Tuesday;(30, 60];2024;June;;
Weekly Modelos;2/7/2024 11:15;2/7/2024 12:00;45.0;Tuesday;(30, 60];2024;July;;
Weekly Modelos;16/7/2024 16:00;16/7/2024 16:45;45.0;Tuesday;(30, 60];2024;July;;
Weekly Modelos;23/7/2024 11:00;23/7/2024 11:30;30.0;Tuesday;(0, 30];2024;July;;
Weekly Modelos;30/7/2024 11:00;30/7/2024 11:45;45.0;Tuesday;(30, 60];2024;July;;
Weekly Modelos;12/8/2024 16:00;12/8/2024 16:45;45.0;Monday;(30, 60];2024;August;;
Weekly Modelos;21/8/2024 10:00;21/8/2024 10:45;45.0;Wednesday;(30, 60];2024;August;;
Weekly Modelos;27/8/2024 11:00;27/8/2024 12:00;60.0;Tuesday;(30, 60];2024;August;;
Weekly Modelos;3/9/2024 17:00;3/9/2024 17:45;45.0;Tuesday;(30, 60];2024;September;;
Weekly Modelos;9/9/2024 15:43;9/9/2024 15:58;14.9;Monday;(0, 30];2024;September;;
kick off Estimador bancarizados;17/9/2024 14:00;17/9/2024 14:30;30.0;Tuesday;(0, 30];2024;September;;
Weekly Modelos;17/9/2024 11:30;17/9/2024 12:00;30.0;Tuesday;(0, 30];2024;September;;
Invitación: The Good Manager Recharged 🎞🎥;17/9/2024 18:30;17/9/2024 20:15;105.0;Tuesday;(90, 120];2024;September;;
[NGA] Perímetro EWS y Comportamental;18/9/2024 14:00;18/9/2024 14:30;30.0;Wednesday;(0, 30];2024;September;;
Modelos - Reunión de equipo;18/9/2024 10:00;18/9/2024 11:00;60.0;Wednesday;(30, 60];2024;September;;
Almuerzo Equipo Data y AA;19/9/2024 15:30;19/9/2024 17:00;90.0;Thursday;(60, 90];2024;September;;
EWS Status temas;19/9/2024 13:00;19/9/2024 14:00;60.0;Thursday;(30, 60];2024;September;;
Kick off - Estimador Prendarios;19/9/2024 17:30;19/9/2024 18:00;30.0;Thursday;(0, 30];2024;September;;
Review Modelo Agro Argentina - Uruguay;3/5/2024 10:15;3/5/2024 11:00;45.0;Friday;(30, 60];2024;May;;
Review Modelo Agro Argentina - Uruguay;3/5/2024 10:15;3/5/2024 11:00;45.0;Friday;(30, 60];2024;May;;
Review Modelo Agro Argentina - Uruguay;5/7/2024 10:15;5/7/2024 11:00;45.0;Friday;(30, 60];2024;July;;
Review Modelo Agro Argentina - Uruguay;6/9/2024 10:15;6/9/2024 11:00;45.0;Friday;(30, 60];2024;September;;
Review Modelo Agro Argentina - Uruguay;6/9/2024 10:15;6/9/2024 11:00;45.0;Friday;(30, 60];2024;September;;
Revisión de procesos;20/9/2024 13:30;20/9/2024 14:15;45.0;Friday;(30, 60];2024;September;;
Weekly Status COE;12/9/2023 14:00;12/9/2023 14:45;45.0;Tuesday;(30, 60];2023;September;;
Weekly Status COE;21/11/2023 14:00;21/11/2023 14:45;45.0;Tuesday;(30, 60];2023;November;;
Informacional / Capacitación;17/8/2023 15:30;17/8/2023 16:30;60.0;Thursday;(30, 60];2023;August;;
Informacional / Capacitación;24/8/2023 15:30;24/8/2023 16:30;60.0;Thursday;(30, 60];2023;August;;
Informacional / Capacitación;21/9/2023 15:30;21/9/2023 16:30;60.0;Thursday;(30, 60];2023;September;;
Informacional / Capacitación;9/11/2023 15:30;9/11/2023 16:30;60.0;Thursday;(30, 60];2023;November;;
Planning AVAI;30/8/2024 11:00;30/8/2024 11:30;30.0;Friday;(0, 30];2024;August;;
Planning AVAI;30/8/2024 11:00;30/8/2024 11:30;30.0;Friday;(0, 30];2024;August;;
Planning AVAI;13/9/2024 11:00;13/9/2024 11:30;30.0;Friday;(0, 30];2024;September;;
Weekly Modelos;24/9/2024 16:00;24/9/2024 16:45;45.0;Tuesday;(30, 60];2024;September;;
Kick off 4Q 2024 ARCE Rating; EWS y Modulo de Análisis;23/9/2024 18:00;23/9/2024 19:00;60.0;Monday;(30, 60];2024;September;
EWS Argentina Seguimiento;2/9/2024 16:15;2/9/2024 17:00;45.0;Monday;(30, 60];2024;September;;
Impactos Nuevo Rating IFRS9;23/9/2024 17:30;23/9/2024 18:15;45.0;Monday;(30, 60];2024;September;;
NGA - Predictor Ingresos ;23/9/2024 19:00;23/9/2024 19:30;30.0;Monday;(0, 30];2024;September;;
Kick off - Predictor Bancarizados;24/9/2024 14:00;24/9/2024 14:30;30.0;Tuesday;(0, 30];2024;September;;
RMC - 14-02-2022 - 15:00 hs;14/2/2023 15:00;14/2/2023 16:30;90.0;Tuesday;(60, 90];2023;February;;
Convocatoria RMC 23-08 15: 00hs ;23/8/2023 15:00;23/8/2023 17:00;120.0;Wednesday;(90, 120];2023;August;;
 Convocatoria RMC 09-01  15:00hs;9/1/2024 15:00;9/1/2024 16:30;90.0;Tuesday;(60, 90];2024;January;;
 Convocatoria RMC 19-03  16:30hs ;19/3/2024 16:30;19/3/2024 18:00;90.0;Tuesday;(60, 90];2024;March;;
 Convocatoria RMC 26-03 15:15;26/3/2024 15:15;26/3/2024 16:45;90.0;Tuesday;(60, 90];2024;March;;
 Convocatoria RMC 23-04  15:15hs;23/4/2024 15:15;23/4/2024 16:45;90.0;Tuesday;(60, 90];2024;April;;
 Convocatoria RMC (SIN GF) 10-09 15:00hs;10/9/2024 15:00;10/9/2024 16:30;90.0;Tuesday;(60, 90];2024;September;;
Seguimiento Proyectos Minoristas;11/9/2024 09:00;11/9/2024 10:00;60.0;Wednesday;(30, 60];2024;September;;
Tarde sin reunión;26/1/2023 13:00;26/1/2023 18:00;300.0;Thursday;(240, 300];2023;January;;
Tarde sin reunión;2/2/2023 13:00;2/2/2023 18:00;300.0;Thursday;(240, 300];2023;February;;
Tarde sin reunión;6/4/2023 13:00;6/4/2023 18:00;300.0;Thursday;(240, 300];2023;April;;
Tarde sin reunión;13/4/2023 13:00;13/4/2023 18:00;300.0;Thursday;(240, 300];2023;April;;
Tarde sin reunión;20/4/2023 13:00;20/4/2023 18:00;300.0;Thursday;(240, 300];2023;April;;
Tarde sin reunión;11/5/2023 13:00;11/5/2023 18:00;300.0;Thursday;(240, 300];2023;May;;
Tarde sin reunión;25/5/2023 13:00;25/5/2023 18:00;300.0;Thursday;(240, 300];2023;May;;
Tarde sin reunión;2/6/2023 13:00;2/6/2023 18:00;300.0;Friday;(240, 300];2023;June;;
Tarde sin reunión;8/6/2023 13:00;8/6/2023 18:00;300.0;Thursday;(240, 300];2023;June;;
Tarde sin reunión;15/6/2023 13:00;15/6/2023 18:00;300.0;Thursday;(240, 300];2023;June;;
Tarde sin reunión;7/9/2023 13:00;7/9/2023 18:00;300.0;Thursday;(240, 300];2023;September;;
Tarde sin reunión;14/9/2023 13:00;14/9/2023 18:00;300.0;Thursday;(240, 300];2023;September;;
Tarde sin reunión;19/10/2023 13:00;19/10/2023 18:00;300.0;Thursday;(240, 300];2023;October;;
Tarde sin reunión;26/10/2023 13:00;26/10/2023 18:00;300.0;Thursday;(240, 300];2023;October;;
Tarde sin reunión;16/11/2023 13:00;16/11/2023 18:00;300.0;Thursday;(240, 300];2023;November;;
